geo_shape;osm_id;couvert;capacite;nom;acces;payant;surveille;type;notes;Lat;Lon 
"{""type"": ""MultiPoint"", ""coordinates"": [[2.333037, 48.89032629971952]]}";n639114030;NON;8;;public;NON;NON;arceaux;;48.8903262997;2.333037
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3051205, 48.75381689975337]]}";n5210251076;NON;2;;public;NON;NON;arceaux;;48.7538168998;2.3051205
"{""type"": ""MultiPoint"", ""coordinates"": [[2.133820701806266, 48.89021519974181]]}";w109298618;OUI;60;;public;NON;NON;arceaux;;48.8902151997;2.13382070181
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3432347, 48.84137459973165]]}";n7537095790;NON;12;;public;NON;NON;arceaux;;48.8413745997;2.3432347
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3550912, 48.671639899773744]]}";n5338944124;OUI;5;;privee;NON;NON;ratelier;;48.6716398998;2.3550912
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3667383, 48.849464399729655]]}";n4243524696;NON;14;;public;NON;NON;arceaux;;48.8494643997;2.3667383
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2266976, 48.89045779971948]]}";n5165049142;NON;10;;public;NON;NON;arceaux;;48.8904577997;2.2266976
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3822196, 48.85118189972921]]}";n2608522204;NON;8;;public;NON;NON;arceaux;;48.8511818997;2.3822196
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1800043, 48.706917399765]]}";n7079997866;NON;10;;public;NON;NON;arceaux;;48.7069173998;2.1800043
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2898597, 48.8912043997193]]}";n4095808247;NON;6;;public;NON;NON;arceaux;;48.8912043997;2.2898597
"{""type"": ""MultiPoint"", ""coordinates"": [[2.191562, 48.703244899765906]]}";n3748109369;NON;12;;public;NON;NON;arceaux;;48.7032448998;2.191562
"{""type"": ""MultiPoint"", ""coordinates"": [[2.338056, 48.79266739974374]]}";n3906901816;NON;6;;public;NON;NON;arceaux;;48.7926673997;2.338056
"{""type"": ""MultiPoint"", ""coordinates"": [[2.324868, 48.84479499973079]]}";n5315202392;NON;6;;public;NON;NON;arceaux;;48.8447949997;2.324868
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3039943, 48.82490649973574]]}";n5628642394;NON;46;;public;NON;NON;arceaux;;48.8249064997;2.3039943
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3675208, 48.84791089973004]]}";n5470792145;NON;10;;public;NON;NON;arceaux;;48.8479108997;2.3675208
"{""type"": ""MultiPoint"", ""coordinates"": [[2.226898578008953, 48.89246879972346]]}";w772713896;NON;0;;public;NON;NON;inconnu;;48.8924687997;2.22689857801
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1503377, 48.72095569976152]]}";n5505889833;OUI;20;;privee;NON;NON;ratelier;;48.7209556998;2.1503377
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2676433, 48.746526799755166]]}";n4888231890;NON;10;;public;NON;NON;arceaux;;48.7465267998;2.2676433
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3860531, 48.81254379973879]]}";n3756086677;NON;10;;public;NON;NON;arceaux;;48.8125437997;2.3860531
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1254546, 48.62897789978431]]}";n6716275274;NON;0;;public;NON;NON;inconnu;;48.6289778998;2.1254546
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3987487, 48.87118769972426]]}";n4212632542;NON;4;;public;NON;NON;arceaux;;48.8711876997;2.3987487
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2250414, 48.912394999714024]]}";n4406992384;NON;14;;public;NON;NON;arceaux;;48.9123949997;2.2250414
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2364723, 48.84378219973105]]}";n1280192065;NON;0;;public;NON;NON;inconnu;;48.8437821997;2.2364723
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3692425, 48.861177699726746]]}";n4760644671;NON;16;;public;NON;NON;arceaux;;48.8611776997;2.3692425
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2940934, 48.88807299972006]]}";n5569041158;NON;18;;public;NON;NON;arceaux;;48.8880729997;2.2940934
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3533957, 48.824181099735924]]}";n2650141002;NON;6;;public;NON;NON;arceaux;;48.8241810997;2.3533957
"{""type"": ""MultiPoint"", ""coordinates"": [[2.260037, 48.98996769969483]]}";n560837948;NON;5;;public;NON;NON;inconnu;;48.9899676997;2.260037
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3519117, 48.8497191997296]]}";n7491990818;NON;10;;public;NON;NON;arceaux;;48.8497191997;2.3519117
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0554807, 48.782860499746164]]}";n5664224429;NON;6;;public;NON;NON;arceaux;;48.7828604997;2.0554807
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2948868, 48.84152829973161]]}";n7588236947;NON;2;;public;NON;NON;arceaux;;48.8415282997;2.2948868
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3862101, 48.87147359972419]]}";n2267747961;NON;10;;public;NON;NON;arceaux;;48.8714735997;2.3862101
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2486383, 48.90462719971597]]}";n3647795157;NON;2;;public;NON;NON;arceaux;;48.9046271997;2.2486383
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3192673, 48.892473299718986]]}";n5620640100;NON;16;;public;NON;NON;inconnu;;48.8924732997;2.3192673
"{""type"": ""MultiPoint"", ""coordinates"": [[2.044816, 48.784987999745645]]}";n5664223803;NON;8;;public;NON;NON;arceaux;;48.7849879997;2.044816
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2738239, 48.73444299975818]]}";n6049310896;OUI;0;;public;NON;NON;ratelier;;48.7344429998;2.2738239
"{""type"": ""MultiPoint"", ""coordinates"": [[2.312864799999839, 48.811912149739115]]}";w732182477;NON;2;;public;NON;NON;arceaux;;48.8119121497;2.3128648
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2727299, 48.91343889971377]]}";n5266863144;OUI;6;;public;NON;NON;inconnu;;48.9134388997;2.2727299
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4490929, 48.64728679977978]]}";n5359159814;NON;6;;public;NON;NON;arceaux;;48.6472867998;2.4490929
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3159316, 48.894377199718505]]}";n5620640082;NON;6;;public;NON;NON;arceaux;;48.8943771997;2.3159316
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3064679, 48.883926199721095]]}";n5620640099;NON;6;;public;NON;NON;inconnu;;48.8839261997;2.3064679
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3022383, 48.79626719974285]]}";n2786493444;NON;6;;public;NON;NON;arceaux;;48.7962671997;2.3022383
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2708631, 48.72800559975976]]}";n2310445317;NON;32;;public;NON;NON;arceaux;;48.7280055998;2.2708631
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4104142, 48.87871539972238]]}";n5627507657;NON;10;;public;NON;NON;inconnu;;48.8787153997;2.4104142
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3750281, 48.867444999725194]]}";n418140403;NON;12;;public;NON;NON;inconnu;;48.8674449997;2.3750281
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3530378, 48.87920459972228]]}";n5045328007;NON;32;;public;NON;NON;arceaux;;48.8792045997;2.3530378
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3347139, 48.84223369973142]]}";n7490010148;NON;10;;public;NON;NON;arceaux;;48.8422336997;2.3347139
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3336069, 48.83943829973214]]}";n5688884359;NON;8;;public;NON;NON;arceaux;;48.8394382997;2.3336069
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3924862, 48.89686439971788]]}";n5610911288;NON;16;;public;NON;NON;arceaux;;48.8968643997;2.3924862
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3773923, 48.82977429973452]]}";n5691509169;NON;4;;public;NON;NON;arceaux;;48.8297742997;2.3773923
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2872568, 48.72887419975955]]}";n5150744164;NON;2;;public;NON;NON;arceaux;;48.7288741998;2.2872568
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3842262, 48.84309879973123]]}";n5686044198;NON;6;;public;NON;NON;arceaux;;48.8430987997;2.3842262
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2840062, 48.83948749973213]]}";n3046264212;NON;16;;public;NON;NON;arceaux;;48.8394874997;2.2840062
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3147465, 48.86012619972701]]}";n5462780580;NON;16;;public;NON;NON;arceaux;;48.8601261997;2.3147465
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3355967, 48.8689905997248]]}";n6334241650;NON;10;;public;NON;NON;arceaux;;48.8689905997;2.3355967
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2830212, 48.84831009972993]]}";n7095709297;NON;28;;public;NON;NON;arceaux;;48.8483100997;2.2830212
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4903215, 48.854338699728444]]}";n3870517883;OUI;20;;public;NON;NON;abri;;48.8543386997;2.4903215
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1206337, 48.82080199973675]]}";n5606522095;NON;0;;public;NON;NON;inconnu;;48.8208019997;2.1206337
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3647788, 48.82965019973456]]}";n2301475477;NON;8;;public;NON;NON;arceaux;;48.8296501997;2.3647788
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3530292, 48.86733029972521]]}";n7076160212;NON;6;;public;NON;NON;arceaux;;48.8673302997;2.3530292
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3600468, 48.84033959973191]]}";n2352712294;NON;12;;public;NON;NON;arceaux;;48.8403395997;2.3600468
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1438575, 48.72490869976054]]}";n5505889836;OUI;5;;privee;NON;NON;ratelier;;48.7249086998;2.1438575
"{""type"": ""MultiPoint"", ""coordinates"": [[2.378729, 48.84827199972993]]}";n2190097066;NON;10;;public;NON;NON;inconnu;;48.8482719997;2.378729
"{""type"": ""MultiPoint"", ""coordinates"": [[2.379658, 48.83248759973387]]}";n2291048621;NON;30;;public;NON;NON;arceaux;;48.8324875997;2.379658
"{""type"": ""MultiPoint"", ""coordinates"": [[2.319345, 48.833983399733505]]}";n6031831108;NON;6;;public;NON;NON;arceaux;;48.8339833997;2.319345
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1563176, 48.93782759970773]]}";n7507849150;NON;6;;public;NON;NON;arceaux;;48.9378275997;2.1563176
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3070911, 48.85681069972781]]}";n5615712516;NON;10;;public;NON;NON;inconnu;;48.8568106997;2.3070911
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3059316, 48.84656879973036]]}";n5865927275;NON;6;;public;NON;NON;arceaux;;48.8465687997;2.3059316
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2948537, 48.84147849973162]]}";n7588236948;NON;2;;public;NON;NON;arceaux;;48.8414784997;2.2948537
"{""type"": ""MultiPoint"", ""coordinates"": [[2.313341, 48.78820479974484]]}";n4279260720;NON;10;;public;NON;NON;arceaux;;48.7882047997;2.313341
"{""type"": ""MultiPoint"", ""coordinates"": [[2.5088679, 48.81430719973837]]}";n6817014999;NON;10;;public;NON;NON;arceaux;;48.8143071997;2.5088679
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2724628, 48.83854089973235]]}";n5628186448;NON;10;;public;NON;NON;inconnu;;48.8385408997;2.2724628
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1200719, 48.83031789973439]]}";n7563749498;NON;0;;public;NON;NON;inconnu;;48.8303178997;2.1200719
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2876496, 48.87793099972259]]}";n4352863228;NON;20;;public;NON;NON;arceaux;;48.8779309997;2.2876496
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2422251, 48.90305469971636]]}";n3609385145;NON;6;;public;NON;NON;arceaux;;48.9030546997;2.2422251
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3863363, 48.86406919972602]]}";n418065633;NON;28;;public;NON;NON;inconnu;;48.8640691997;2.3863363
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2814389, 48.86355749972615]]}";n5679713555;NON;10;;public;NON;NON;arceaux;;48.8635574997;2.2814389
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0598213, 48.98733429969545]]}";n2812830894;OUI;10;;public;NON;NON;inconnu;;48.9873342997;2.0598213
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3408644, 48.87820429972252]]}";n4920751289;NON;10;;public;NON;NON;arceaux;;48.8782042997;2.3408644
"{""type"": ""MultiPoint"", ""coordinates"": [[2.346587, 48.846608399730364]]}";n2663887270;NON;32;;public;NON;NON;arceaux;;48.8466083997;2.346587
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3138853, 48.893360899718765]]}";n5679759830;NON;26;;public;NON;NON;arceaux;;48.8933608997;2.3138853
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1878174, 48.69767229976731]]}";n2108512135;NON;6;;public;NON;NON;arceaux;;48.6976722998;2.1878174
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2720949, 48.838828399732286]]}";n5628186450;NON;10;;public;NON;NON;inconnu;;48.8388283997;2.2720949
"{""type"": ""MultiPoint"", ""coordinates"": [[2.039018699994007, 48.932103749709626]]}";w317810406;OUI;20;Stationnement Philippe Auguste;public;NON;NON;abri;;48.9321037497;2.03901869999
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1977326, 48.901979199716614]]}";n5460204429;NON;6;;public;NON;NON;arceaux;;48.9019791997;2.1977326
"{""type"": ""MultiPoint"", ""coordinates"": [[2.298314, 48.8214426997366]]}";n7289133022;NON;0;;public;NON;NON;arceaux;;48.8214426997;2.298314
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3715101, 48.856977099727786]]}";n5630763910;NON;8;;public;NON;NON;arceaux;;48.8569770997;2.3715101
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2716728, 48.88150519972168]]}";n4947011639;NON;20;;public;NON;NON;arceaux;;48.8815051997;2.2716728
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3551237, 48.85919329972723]]}";n5630797859;NON;10;;public;NON;NON;inconnu;;48.8591932997;2.3551237
"{""type"": ""MultiPoint"", ""coordinates"": [[2.353922, 48.86188779972655]]}";n2190097114;NON;20;;public;NON;NON;inconnu;;48.8618877997;2.353922
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4162757, 48.614700699787846]]}";n3990083490;NON;10;;public;NON;NON;arceaux;;48.6147006998;2.4162757
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2983192, 48.84107859973172]]}";n6004546414;NON;4;;public;NON;NON;arceaux;;48.8410785997;2.2983192
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3446138, 48.897423899717744]]}";n6589898451;NON;8;;public;NON;NON;arceaux;;48.8974238997;2.3446138
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3134951, 48.838589299732334]]}";n4348836987;NON;8;;public;NON;NON;arceaux;;48.8385892997;2.3134951
"{""type"": ""MultiPoint"", ""coordinates"": [[2.322019, 48.831854299734]]}";n5691493620;NON;8;;public;NON;NON;arceaux;;48.8318542997;2.322019
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3687345, 48.8270549997352]]}";n7160893730;NON;18;;public;NON;NON;inconnu;;48.8270549997;2.3687345
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3253587, 48.819678999737036]]}";n5028869340;NON;4;;public;NON;NON;arceaux;;48.8196789997;2.3253587
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2359146, 48.82675989973527]]}";n1440253769;NON;0;;public;NON;NON;inconnu;;48.8267598997;2.2359146
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3728308, 48.8689985997248]]}";n5630763918;NON;14;;public;NON;NON;inconnu;;48.8689985997;2.3728308
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3301445, 48.82778389973503]]}";n7026738383;NON;10;;public;NON;NON;arceaux;;48.8277838997;2.3301445
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2177429, 48.89741869971776]]}";n4169432844;NON;22;;public;NON;NON;arceaux;;48.8974186997;2.2177429
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2234413, 48.82694319973523]]}";n6276691840;NON;6;;public;NON;NON;arceaux;;48.8269431997;2.2234413
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2675517, 48.87694889972283]]}";n4058631256;NON;10;;public;NON;NON;arceaux;;48.8769488997;2.2675517
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3649924, 48.8737944997236]]}";n5613890230;NON;6;;public;NON;NON;inconnu;;48.8737944997;2.3649924
"{""type"": ""MultiPoint"", ""coordinates"": [[1.9456759, 48.76646659975025]]}";n5664200272;NON;26;;public;NON;NON;arceaux;;48.7664665998;1.9456759
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4002921, 48.87752489972268]]}";n6030407703;NON;6;;public;NON;NON;arceaux;;48.8775248997;2.4002921
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3734885, 48.8351739997332]]}";n7537095832;NON;6;;public;NON;NON;arceaux;;48.8351739997;2.3734885
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3619345, 48.88236689972148]]}";n6932803056;NON;22;;public;NON;NON;arceaux;;48.8823668997;2.3619345
"{""type"": ""MultiPoint"", ""coordinates"": [[2.477703191233163, 48.79410544974776]]}";w800502641;NON;0;;public;NON;NON;arceaux;;48.7941054497;2.47770319123
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3216344, 48.828126999734934]]}";n2650141017;NON;6;;public;NON;NON;arceaux;;48.8281269997;2.3216344
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3369867, 48.89791839971762]]}";n6524767781;NON;8;;public;NON;NON;arceaux;;48.8979183997;2.3369867
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3338453, 48.883348399721235]]}";n5625185223;NON;2;;public;NON;NON;inconnu;;48.8833483997;2.3338453
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3359614, 48.8533357997287]]}";n5688882152;NON;10;;public;NON;NON;arceaux;;48.8533357997;2.3359614
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2599319, 48.77316189974858]]}";n3812690874;NON;2;;public;NON;NON;arceaux;;48.7731618997;2.2599319
"{""type"": ""MultiPoint"", ""coordinates"": [[2.328732250001775, 48.917440299723424]]}";w689516062;NON;20;;public;NON;NON;arceaux;;48.9174402997;2.32873225
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3118724, 48.7790530997471]]}";n6260910317;NON;6;;public;NON;NON;arceaux;;48.7790530997;2.3118724
"{""type"": ""MultiPoint"", ""coordinates"": [[2.174682, 48.68905419976942]]}";n6882990649;NON;2;;public;NON;NON;arceaux;;48.6890541998;2.174682
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3984491, 48.845146599730725]]}";n3889022677;NON;6;;public;NON;NON;arceaux;;48.8451465997;2.3984491
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2273184, 48.915535899713255]]}";n4112164949;NON;8;;public;NON;NON;arceaux;;48.9155358997;2.2273184
"{""type"": ""MultiPoint"", ""coordinates"": [[2.552367, 48.84895989972978]]}";n2329718562;NON;12;;public;NON;NON;arceaux;;48.8489598997;2.552367
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2857055, 48.85882689972732]]}";n7604956863;NON;10;;public;NON;NON;arceaux;;48.8588268997;2.2857055
"{""type"": ""MultiPoint"", ""coordinates"": [[2.364835, 48.86010989972701]]}";n4760644675;NON;14;;public;NON;NON;arceaux;;48.8601098997;2.364835
"{""type"": ""MultiPoint"", ""coordinates"": [[2.30623, 48.831920299733994]]}";n4294770452;NON;2;;public;NON;NON;arceaux;;48.8319202997;2.30623
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2831849, 48.73081129975906]]}";n2326395322;NON;2;Accroch' Vélo;public;NON;NON;arceaux;;48.7308112998;2.2831849
"{""type"": ""MultiPoint"", ""coordinates"": [[2.353095, 48.86430699972596]]}";n5153507082;NON;14;;public;NON;NON;arceaux;;48.8643069997;2.353095
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3253298, 48.847670999730106]]}";n7601938931;NON;16;;public;NON;NON;arceaux;;48.8476709997;2.3253298
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3451451, 48.78431999974579]]}";n4553134188;OUI;10;;public;NON;NON;arceaux;;48.7843199997;2.3451451
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3737195, 48.854036199728505]]}";n2190097094;NON;8;;public;NON;NON;arceaux;;48.8540361997;2.3737195
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3833479, 48.86040129972693]]}";n5568680969;NON;8;;public;NON;NON;arceaux;;48.8604012997;2.3833479
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3147192, 48.84117519973171]]}";n5312090782;NON;10;;public;NON;NON;arceaux;;48.8411751997;2.3147192
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2137369, 48.901507799716725]]}";n4144298844;NON;44;;public;NON;NON;arceaux;;48.9015077997;2.2137369
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3456787, 48.84421409973095]]}";n2352712298;NON;20;;public;NON;NON;arceaux;;48.8442140997;2.3456787
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3794315, 48.88528789972075]]}";n5691535717;NON;8;;public;NON;NON;arceaux;;48.8852878997;2.3794315
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3933477, 48.834902199733264]]}";n2177689580;NON;0;;public;NON;NON;arceaux;;48.8349021997;2.3933477
